Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Red Faction: Guerrilla,PS3,2009.0,Shooter,THQ,0.33,0.27,0.02,0.12,0.74,85.0,56.0,8.1,136.0,Volition Inc.,M
Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79.0,53.0,7.7,114.0,Ubisoft Reflections,T
Antz Extreme Racing,XB,2002.0,Racing,Empire Interactive,0.01,0.0,0.0,0.0,0.02,35.0,4.0,8.7,10.0,Supersonic Software,E
The Italian Job,XB,2003.0,Racing,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,54.0,22.0,5.8,5.0,Climax Group,T
Rango: The Video Game,X360,2011.0,Action,Electronic Arts,0.06,0.06,0.0,0.01,0.13,68.0,25.0,8,9.0,Behaviour Interactive,E10+
Sigma Star Saga,GBA,2005.0,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,68.0,34.0,8.2,6.0,WayForward,E10+
The Dukes of Hazzard: Return of the General Lee,XB,2004.0,Racing,Ubisoft,0.06,0.02,0.0,0.0,0.08,49.0,18.0,7,4.0,Ratbag,E
Speed Kings,PS2,2003.0,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09,61.0,13.0,7.8,6.0,Climax Group,E
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009.0,Action,505 Games,0.11,0.01,0.05,0.01,0.18,38.0,14.0,3,12.0,"Eighting, Takara Tomy",E10+
Dynasty Warriors 3,XB,2002.0,Action,THQ,0.06,0.02,0.0,0.0,0.08,70.0,11.0,8.9,20.0,Omega Force,T
Mortal Kombat: Special Forces,PS,2000.0,Fighting,Midway Games,0.12,0.08,0.0,0.01,0.21,28.0,7.0,2.4,17.0,Midway,M
Fossil Fighters,DS,2008.0,Role-Playing,Nintendo,0.83,0.0,0.0,0.06,0.89,70.0,17.0,7.9,15.0,RED Entertainment,E
Strikers 1945,PS,1998.0,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12,63.0,5.0,8.2,6.0,Psikyo,E
Ryse: Son of Rome,XOne,2013.0,Action,Microsoft Game Studios,0.83,0.43,0.0,0.13,1.38,60.0,77.0,6.1,1409.0,Crytek,M
Rabbids Land,WiiU,2012.0,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.03,52.0,26.0,5.2,29.0,Ubisoft Paris,E10+
Tom Clancy's HAWX,X360,2009.0,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73.0,64.0,7.3,51.0,Ubisoft Romania,T
Raiden Fighters Aces,X360,2008.0,Shooter,Valcon Games,0.06,0.02,0.0,0.01,0.08,73.0,11.0,7.5,12.0,Gulti,E10+
MLB 07: The Show,PSP,2007.0,Sports,Sony Computer Entertainment,0.26,0.0,0.0,0.02,0.28,82.0,12.0,7.2,10.0,SCEA San Diego Studios,E
Hunter: The Reckoning Redeemer,XB,2003.0,Action,Interplay,0.13,0.04,0.0,0.01,0.17,72.0,26.0,8.6,5.0,High Voltage Software,M
Baja: Edge of Control,X360,2008.0,Racing,THQ,0.12,0.06,0.0,0.02,0.2,65.0,35.0,7.1,18.0,2XL Games,E
Fuzion Frenzy 2,X360,2007.0,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17,49.0,47.0,5.2,31.0,Hudson Soft,E10+
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77.0,32.0,7.9,187.0,CyberConnect2,T
Goldeneye 007: Reloaded,PS3,2011.0,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,72.0,38.0,6.3,52.0,Eurocom Entertainment Software,T
Rocky,PS2,2002.0,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86,74.0,14.0,8.4,11.0,Rage Software,T
The Crew,PC,2014.0,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,71.0,12.0,6.4,463.0,"Ubisoft Reflections, Ivory Tower",T
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004.0,Action,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,48.0,20.0,5.6,8.0,Konami,T
America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,Indies Zero,E
Naruto: Ultimate Ninja,PS2,2003.0,Fighting,Atari,0.5,0.02,0.0,0.08,0.61,75.0,34.0,7.7,35.0,CyberConnect2,T
Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,523.0,Capcom,M
Risk: Global Domination,PS2,2003.0,Strategy,Atari,0.19,0.15,0.0,0.05,0.38,60.0,9.0,8.8,25.0,Cyberlore Studios,T
Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104.0,"SCEA, Zindagi Games",E10+
WipEout Fusion,PS2,2002.0,Racing,Sony Computer Entertainment,0.12,0.1,0.0,0.03,0.25,83.0,21.0,8.5,43.0,Studio Liverpool,E
Skylanders: SuperChargers,WiiU,2015.0,Action,Activision,0.25,0.19,0.0,0.04,0.48,87.0,13.0,5.6,65.0,Vicarious Visions,E10+
Cossacks: European Wars,PC,2001.0,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03,74.0,16.0,8.6,60.0,GSC Game World,T
Avalon Code,DS,2008.0,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24,71.0,29.0,7.4,13.0,"Matrix Software, Marvelous Entertainment",E10+
Death Jr.: Root of Evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,71.0,14.0,8.1,14.0,Backbone Entertainment,T
Scaler,GC,2004.0,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,69.0,11.0,7.3,8.0,Artificial Mind and Movement,E
Doom,GBA,2001.0,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,81.0,24.0,8.5,15.0,David A. Palmer Productions,T
Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,87.0,43.0,8.4,238.0,UBlart Montpellier,E10+
MotoGP '06,X360,2006.0,Racing,THQ,0.11,0.01,0.0,0.01,0.14,80.0,50.0,7.7,13.0,"Climax Group, Climax Studios",E
187: Ride or Die,PS2,2005.0,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,52.0,33.0,6.8,12.0,Ubisoft,M
Dragon Age: Inquisition,XOne,2014.0,Role-Playing,Electronic Arts,0.56,0.28,0.0,0.09,0.93,85.0,28.0,6.9,703.0,BioWare,M
Spider-Man: Friend or Foe,PSP,2007.0,Action,Activision,0.16,0.0,0.0,0.01,0.18,58.0,7.0,4.4,9.0,Artificial Mind and Movement,E10+
Neopets: The Darkest Faerie,PS2,2005.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,61.0,18.0,8.5,30.0,Idol Minds,E10+
Call of Duty 3,X360,2006.0,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82.0,71.0,6.5,233.0,Treyarch,T
Super Mario Strikers,GC,2005.0,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76.0,39.0,8.7,55.0,Next Level Games,E
Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.0,30.0,8.1,137.0,Shiny Entertainment,T
Dragon Ball Z: Budokai,GC,2003.0,Fighting,Atari,0.53,0.14,0.0,0.02,0.69,65.0,16.0,6.3,15.0,Pyramid,T
The Orange Box,PS3,2007.0,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,89.0,21.0,8.4,188.0,EA Games,M
FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,EA Canada,E
Frogger's Adventures: The Rescue,PS2,2003.0,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,59.0,12.0,8.5,6.0,Konami,E
Yakuza 4,PS3,,Action,Sega,0.15,0.13,0.63,0.05,0.95,78.0,59.0,8,177.0,Ryu ga Gotoku Studios,M
Looney Tunes: Back in Action,PS2,2003.0,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5,51.0,9.0,7.5,6.0,Warthog,E
Viva Pinata: Party Animals,X360,2007.0,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.02,0.23,56.0,42.0,6.2,18.0,Krome Studios,E
Need for Speed: Hot Pursuit,X360,2010.0,Racing,Electronic Arts,1.03,0.96,0.0,0.21,2.2,88.0,73.0,7,206.0,Criterion Games,E10+
Saints Row 2,PC,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04,72.0,24.0,6.8,380.0,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M
LEGO Jurassic World,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,0.52,71.0,5.0,8.1,14.0,TT Games,E10+
Mini Ninjas,X360,2009.0,Action,Eidos Interactive,0.12,0.14,0.0,0.03,0.29,73.0,44.0,8.4,38.0,Io Interactive,E10+
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,Xseed Games,0.03,0.02,0.0,0.01,0.06,64.0,40.0,7.9,51.0,Sandlot,M
Ninja Gaiden: Dragon Sword,DS,2008.0,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83.0,52.0,7.8,36.0,Team Ninja,T
Stranger of Sword City,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04,71.0,24.0,8,30.0,Experience Inc.,T
Wii Party U,WiiU,2013.0,Misc,Nintendo,0.3,0.56,0.84,0.05,1.75,65.0,38.0,6.8,135.0,Nd Cube,E
Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,54.0,6.0,7.1,10.0,Immersion Software & Graphics,T
The Thing,PS2,2002.0,Adventure,Vivendi Games,0.22,0.17,0.0,0.06,0.44,78.0,27.0,7.4,41.0,Computer Artworks,M
Star Wars Episode III: Revenge of the Sith,GBA,2005.0,Action,Ubisoft,0.52,0.19,0.0,0.01,0.72,73.0,13.0,7.5,12.0,Ubisoft,E10+
Thor: God of Thunder,3DS,2011.0,Action,Sega,0.06,0.03,0.0,0.01,0.1,55.0,10.0,4.2,5.0,Red Fly Studio,T
Terminator 3: Rise of the Machines,PS2,2003.0,Action,Atari,0.28,0.22,0.0,0.07,0.58,38.0,21.0,6.3,23.0,Black Ops Entertainment,T
Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,0.02,0.0,0.0,0.0,0.02,79.0,15.0,7.2,63.0,Aspyr,T
Whiplash,PS2,2003.0,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13,66.0,32.0,8.7,15.0,Crystal Dynamics,T
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,Bethesda Game Studios,M
Meteos,DS,2005.0,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88.0,49.0,7.5,164.0,Q Entertainment,E
Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5,82.0,68.0,7.5,120.0,Raven Software,T
Eat Lead: The Return of Matt Hazard,PS3,2009.0,Shooter,D3Publisher,0.09,0.02,0.0,0.01,0.13,51.0,38.0,6.5,21.0,Vicious Cycle,T
Eragon,DS,2006.0,Action,Vivendi Games,0.13,0.02,0.0,0.01,0.16,63.0,17.0,7.6,13.0,Amaze Entertainment,T
Star Wars: Super Bombad Racing,PS2,2001.0,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16,71.0,21.0,4.9,8.0,Lucas Learning,E
Pro Evolution Soccer 2012,PS3,2011.0,Action,Konami Digital Entertainment,0.34,0.96,0.55,0.33,2.19,80.0,41.0,6.6,132.0,Konami,E
Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87.0,54.0,7.1,680.0,Konami,E
Resident Evil Archives: Resident Evil,Wii,2008.0,Action,Capcom,0.16,0.04,0.08,0.02,0.3,76.0,11.0,8.9,41.0,Capcom,M
Dante's Inferno,PS3,2010.0,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75.0,69.0,7.5,265.0,Visceral Games,M
Playboy: The Mansion,PS2,2005.0,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,59.0,33.0,7.5,18.0,Cyberlore Studios,M
The Chronicles of Narnia: Prince Caspian,PS3,2008.0,Action,Disney Interactive Studios,0.14,0.01,0.0,0.02,0.17,56.0,16.0,5.6,8.0,Traveller's Tales,T
Star Wars: Republic Commando,XB,2005.0,Shooter,Activision,0.48,0.17,0.0,0.02,0.67,78.0,54.0,8.9,89.0,LucasArts,T
Baldur's Gate: Dark Alliance,GC,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,79.0,10.0,7.7,22.0,High Voltage Software,T
Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,60.0,25.0,5.8,9.0,Arc System Works,T
Pro Evolution Soccer 2012,PSP,2011.0,Action,Konami Digital Entertainment,0.1,0.11,0.29,0.06,0.57,74.0,4.0,6.3,8.0,Konami,E
Fairytale Fights,PS3,2009.0,Action,Playlogic Game Factory,0.11,0.03,0.0,0.02,0.17,53.0,34.0,6,22.0,"Playlogic, The Game Factory",M
Baseball Advance,GBA,2002.0,Sports,Sega,0.1,0.04,0.0,0.0,0.13,80.0,16.0,7.8,5.0,Smilebit,E
Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,61.0,37.0,5.3,23.0,OfficeCreate,E
Steel Battalion: Heavy Armor,X360,2012.0,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,38.0,58.0,2.4,92.0,From Software,M
Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85.0,19.0,7.8,78.0,Io Interactive,M
MVP Baseball 2003,XB,2003.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,82.0,18.0,9,9.0,EA Sports,E
Robotech: Battlecry,XB,,Shooter,Unknown,0.16,0.05,0.0,0.01,0.21,74.0,22.0,7,10.0,Vicious Cycle,T
Pump It Up: Exceed,PS2,2005.0,Misc,Mastiff,0.03,0.02,0.0,0.01,0.06,73.0,28.0,8.4,11.0,Andamiro U.S.A. Corp.,T
Hunter: The Reckoning,GC,2002.0,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1,70.0,13.0,7.6,7.0,High Voltage Software,M
Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,80.0,33.0,7.3,27.0,Iron Galaxy Studios,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005.0,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,72.0,31.0,6,6.0,Traveller's Tales,T
Alundra,PS,1997.0,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,86.0,9.0,9,41.0,Matrix Software,T
NCAA Football 2005,PS2,2004.0,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.62,88.0,29.0,8.8,35.0,EA Tiburon,E
Bladestorm: Nightmare,PS4,2015.0,Action,Tecmo Koei,0.08,0.04,0.03,0.02,0.17,58.0,33.0,6.5,21.0,Omega Force,T
Karaoke Revolution Volume 2,PS2,2004.0,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,76.0,26.0,7,4.0,Harmonix Music Systems,E
Sky Odyssey,PS2,2000.0,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,79.0,18.0,8.4,9.0,CAProduction,E
Brink,PS3,2011.0,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.73,72.0,39.0,5.8,168.0,Splash Damage,T
RollerCoaster Tycoon,XB,2003.0,Strategy,Atari,0.1,0.03,0.0,0.0,0.13,62.0,8.0,8.3,12.0,Atari,E
Def Jam Icon,X360,2007.0,Action,Electronic Arts,0.3,0.01,0.0,0.03,0.34,69.0,48.0,6.3,108.0,EA Chicago,M
Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,64.0,16.0,7.7,14.0,Ubisoft Montreal,E10+
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79.0,21.0,5.6,542.0,EA DICE,M
World Tour Soccer 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16,68.0,28.0,9,6.0,SCEE London Studio,E
Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,52.0,15.0,6,82.0,City Interactive,M
Monster Kingdom: Jewel Summoner,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,66.0,25.0,6.8,6.0,Gaia (Sony),T
Sniper: Ghost Warrior 2,X360,2013.0,Shooter,City Interactive,0.06,0.12,0.0,0.02,0.2,52.0,33.0,5.7,110.0,City Interactive,M
Classic NES Series: Metroid,GBA,2004.0,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,58.0,9.0,8.6,18.0,Nintendo,E
Destiny: The Taken King,PS4,2015.0,Shooter,Activision,0.78,0.79,0.04,0.31,1.93,86.0,81.0,6,1079.0,Bungie,T
Just Dance 2,Wii,2010.0,Misc,Ubisoft,5.8,2.85,0.01,0.78,9.44,74.0,24.0,7.3,24.0,Ubisoft,E10+
Nanostray 2,DS,2008.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,75.0,23.0,7.8,8.0,Shin'en,E
Guitar Hero: Van Halen,PS3,2009.0,Misc,Activision,0.14,0.09,0.0,0.04,0.27,59.0,33.0,4.7,9.0,Neversoft Entertainment,T
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004.0,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,46.0,23.0,4.7,10.0,Paradox Development,M
Stronghold Crusader Extreme,PC,2008.0,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02,45.0,11.0,6.8,45.0,FireFly Studios,T
James Bond 007: Blood Stone,X360,2010.0,Shooter,Activision,0.2,0.23,0.0,0.05,0.47,62.0,66.0,7.1,63.0,Bizarre Creations,T
Target: Terror,Wii,2008.0,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,33.0,19.0,2.7,16.0,Leviathan Games,M
Monopoly,PS3,2008.0,Misc,Electronic Arts,0.25,0.05,0.0,0.04,0.34,54.0,4.0,6.7,13.0,Electronic Arts,E
Dragon Ball Z: Battle of Z,X360,2014.0,Fighting,Namco Bandai Games,0.01,0.05,0.0,0.0,0.07,53.0,17.0,5.1,44.0,Artdink,T
Kakuto Chojin,XB,2002.0,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,46.0,26.0,7.2,17.0,DreamFactory,T
Secret Files: Tunguska,DS,2008.0,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05,71.0,6.0,7.6,5.0,"10tacle Studios, Fusionsphere Systems",T
Pure,X360,2008.0,Racing,Disney Interactive Studios,1.38,0.84,0.0,0.25,2.47,85.0,55.0,7.7,83.0,Black Rock Studio,E
SoulCalibur II,XB,2003.0,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,92.0,39.0,8.9,54.0,Namco,T
Dishonored,PS3,2012.0,Action,Bethesda Softworks,0.72,0.52,0.04,0.25,1.53,89.0,35.0,7.9,781.0,Arkane Studios,M
Sonic Adventure 2 Battle,GC,2001.0,Platform,Sega,1.7,0.59,0.21,0.07,2.56,73.0,28.0,8.3,179.0,Sonic Team,E
Marvel: Ultimate Alliance,Wii,2006.0,Role-Playing,Activision,0.36,0.0,0.0,0.03,0.4,73.0,31.0,7.3,29.0,Vicarious Visions,T
Chicken Shoot,DS,2007.0,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,19.0,4.0,3.1,7.0,FrontLine Studios,E10+
Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,Ubisoft,1.56,0.6,0.02,0.23,2.42,82.0,66.0,7.8,176.0,Ubisoft Montreal,M
Riviera: The Promised Land,GBA,2004.0,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1,76.0,26.0,9.2,21.0,Sting,T
The Sims: Bustin' Out,PS2,2003.0,Simulation,Electronic Arts,1.07,1.19,0.0,0.18,2.43,81.0,26.0,8.4,42.0,Maxis,T
Burnout Dominator,PSP,2007.0,Racing,Electronic Arts,0.02,0.38,0.01,0.05,0.45,76.0,23.0,8.2,27.0,Criterion Games,E10+
Aeon Flux,PS2,2005.0,Action,THQ,0.02,0.02,0.0,0.01,0.04,66.0,19.0,5.8,9.0,Terminal Reality,T
Call of Duty: World at War,PC,2008.0,Shooter,Activision,0.02,0.14,0.0,0.03,0.18,83.0,36.0,7.5,721.0,Treyarch,M
F1 2010,PC,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.05,84.0,15.0,6.6,99.0,Codemasters Birmingham,E
The Last Remnant,X360,2008.0,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.68,66.0,49.0,6.9,122.0,Square Enix,M
Marvel Super Hero Squad,Wii,2009.0,Fighting,THQ,0.3,0.03,0.0,0.03,0.36,49.0,16.0,6.2,14.0,Blue Tongue Entertainment,E10+
Mighty No. 9,XOne,2016.0,Platform,Deep Silver,0.02,0.0,0.0,0.0,0.02,55.0,13.0,4.2,94.0,Inti Creates,E10+
Ultimate Marvel vs. Capcom 3,PSV,2011.0,Fighting,Capcom,0.17,0.08,0.0,0.04,0.29,80.0,48.0,7.7,93.0,Capcom,T
Crash Bandicoot: The Wrath of Cortex,XB,2002.0,Platform,Universal Interactive,0.59,0.57,0.0,0.07,1.23,70.0,16.0,8.1,19.0,Traveller's Tales,E
Just Cause 3,PS4,2015.0,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73.0,42.0,6.5,403.0,Avalanche Studios,M
Yakuza,PS2,2005.0,Action,Sega,0.03,0.02,0.74,0.01,0.8,75.0,58.0,8.2,73.0,Amusement Vision,M
The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8,1958.0,Nintendo,E10+
Soul Reaver 2,PS2,2001.0,Action,Eidos Interactive,0.27,0.21,0.0,0.07,0.55,80.0,22.0,8.5,35.0,Crystal Dynamics,M
StarCraft,PC,1998.0,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,88.0,15.0,9.1,813.0,Blizzard Entertainment,T
Shark Tale,PS2,2004.0,Action,Activision,0.37,0.29,0.0,0.1,0.75,69.0,30.0,6.5,6.0,Edge of Reality,E
FIFA 16,PS4,2015.0,Sports,Electronic Arts,1.12,6.12,0.06,1.28,8.57,82.0,42.0,4.3,896.0,EA Sports,E
Resident Evil: Operation Raccoon City,PS3,2012.0,Action,Capcom,0.48,0.24,0.36,0.1,1.17,52.0,36.0,4.9,222.0,Slant Six,M
SplashDown,PS2,2001.0,Racing,Atari,0.34,0.27,0.0,0.09,0.7,84.0,22.0,8.2,11.0,Rainbow Studios,E
Star Trek: Legacy,X360,,Simulation,Ubisoft,0.14,0.02,0.0,0.01,0.18,64.0,41.0,5.5,42.0,Mad Doc Software,E10+
Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.05,64.0,56.0,5.1,219.0,"Next Level Games, Nintendo",T
Wild ARMs 3,PS2,2002.0,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,78.0,30.0,8.4,38.0,"Media Vision, Contrail",T
Rugby 15,XOne,2015.0,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,20.0,4.0,3.1,30.0,HB Studios Multimedia,E
Power Rangers: Wild Force,GBA,2002.0,Action,THQ,0.15,0.05,0.0,0.0,0.21,55.0,4.0,6.9,8.0,Natsume,E
World Racing,XB,2003.0,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,56.0,14.0,8.1,8.0,Synetic,E
Hammerin' Hero,PSP,2008.0,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,73.0,19.0,7.3,8.0,Irem,E10+
Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,0.5,0.07,0.0,0.05,0.61,56.0,6.0,6,7.0,Cooking Mama Limited,E
One Piece: Unlimited World Red,WiiU,2014.0,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,66.0,11.0,7.8,43.0,Ganbarion,T
Cold Fear,XB,2005.0,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,71.0,41.0,7.6,20.0,Darkworks,M
Commander: Conquest of the Americas,PC,2010.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,68.0,16.0,5.2,19.0,Nitro Games,T
N+,PSP,2007.0,Platform,Atari,0.03,0.0,0.0,0.0,0.03,79.0,21.0,7.8,18.0,"Metanet Software Inc., SilverBirch Studios",E
Enclave,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,66.0,28.0,8.4,13.0,Starbreeze,M
Legendary,PS3,2008.0,Shooter,Atari,0.08,0.03,0.0,0.02,0.13,50.0,31.0,7.1,31.0,Spark Unlimited,M
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003.0,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08,71.0,24.0,8.2,13.0,Sonic Team,T
Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,Electronic Arts,0.28,0.39,0.0,0.08,0.75,60.0,35.0,6,8.0,EA Bright Light,E10+
LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,0.18,0.19,0.0,0.03,0.4,71.0,7.0,6.5,11.0,Traveller's Tales,E10+
Sid Meier's Civilization V,PC,2010.0,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.17,1.68,90.0,70.0,7.9,2280.0,Firaxis Games,E10+
Dark Cloud 2,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87.0,41.0,9.1,174.0,Level 5,T
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006.0,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,21.0,7.7,6.0,SCEA,E
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004.0,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,49.0,16.0,4.6,7.0,Konami,T
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013.0,Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,70.0,16.0,7.7,67.0,CyberConnect2,T
Professor Layton and the Azran Legacy,3DS,2013.0,Puzzle,Nintendo,0.0,0.48,0.25,0.03,0.75,81.0,58.0,7.9,86.0,Level 5,E10+
Parasite Eve,PS,1998.0,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1,81.0,17.0,8.9,89.0,SquareSoft,M
Drakengard 2,PS2,2005.0,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13,58.0,34.0,5.5,49.0,Cavia Inc.,M
